uid,year,data_year,country,area,fsw_sizeestimate_region,area.notes,method,PopSize,PopSize_notes,Prevalence,pse,type.of.uncertainty.measure,lower.uncertainty.measure,upper.uncertainty.measure,sample_size,requirement,notes,link,public,UID,title,ISO,adm1_geocode,iso_geocode
Uganda2,2018,,Uganda,District,APAC,,not found,,,,4494,,,,,"FSW: 1. Female sex workers were defined as women who reported they received cash for sex in the past 12 months in the face-to-face interview OR who indicated, in the respondent-completed section (response card), that they participated in sex work in the past 12 months. Women were retained in the sex worker category if they told the interviewer that they received cash for sex but later indicated in the respondent-completed section that they did not participate in sex work. Women were classified as not being sex workers if they told the interviewer that that they did not receive cash for sex, and they did not provide a contradictory response in the respondent-completed section. E.g., if a woman denied sex work in the face-to-face interview, and in the response card denied sex work or had a missing value in the relevant question, she was categorized as not a sex worker;",,,0,,"Reported by the country through the GARPR process 2017/ Consultant Report: Size Estimation of Key Populations in Uganda (January 10, 2018)",UGA,Kwania,UGA
Uganda2,2018,,Uganda,District,ARUA,,not found,,,,121,,,,,"FSW: 1. Female sex workers were defined as women who reported they received cash for sex in the past 12 months in the face-to-face interview OR who indicated, in the respondent-completed section (response card), that they participated in sex work in the past 12 months. Women were retained in the sex worker category if they told the interviewer that they received cash for sex but later indicated in the respondent-completed section that they did not participate in sex work. Women were classified as not being sex workers if they told the interviewer that that they did not receive cash for sex, and they did not provide a contradictory response in the respondent-completed section. E.g., if a woman denied sex work in the face-to-face interview, and in the response card denied sex work or had a missing value in the relevant question, she was categorized as not a sex worker;",,,0,,"Reported by the country through the GARPR process 2017/ Consultant Report: Size Estimation of Key Populations in Uganda (January 10, 2018)",UGA,Arua,UGA
Uganda2,2018,,Uganda,District,BUDAKA,,not found,,,,1541,,,,,"FSW: 1. Female sex workers were defined as women who reported they received cash for sex in the past 12 months in the face-to-face interview OR who indicated, in the respondent-completed section (response card), that they participated in sex work in the past 12 months. Women were retained in the sex worker category if they told the interviewer that they received cash for sex but later indicated in the respondent-completed section that they did not participate in sex work. Women were classified as not being sex workers if they told the interviewer that that they did not receive cash for sex, and they did not provide a contradictory response in the respondent-completed section. E.g., if a woman denied sex work in the face-to-face interview, and in the response card denied sex work or had a missing value in the relevant question, she was categorized as not a sex worker;",,,0,,"Reported by the country through the GARPR process 2017/ Consultant Report: Size Estimation of Key Populations in Uganda (January 10, 2018)",UGA,Budaka,UGA
Uganda2,2018,,Uganda,District,BUDUDA,,not found,,,,798,,,,,"FSW: 1. Female sex workers were defined as women who reported they received cash for sex in the past 12 months in the face-to-face interview OR who indicated, in the respondent-completed section (response card), that they participated in sex work in the past 12 months. Women were retained in the sex worker category if they told the interviewer that they received cash for sex but later indicated in the respondent-completed section that they did not participate in sex work. Women were classified as not being sex workers if they told the interviewer that that they did not receive cash for sex, and they did not provide a contradictory response in the respondent-completed section. E.g., if a woman denied sex work in the face-to-face interview, and in the response card denied sex work or had a missing value in the relevant question, she was categorized as not a sex worker;",,,0,,"Reported by the country through the GARPR process 2017/ Consultant Report: Size Estimation of Key Populations in Uganda (January 10, 2018)",UGA,Manafwa,UGA
Uganda2,2018,,Uganda,District,BUGIRI,,not found,,,,3549,,,,,"FSW: 1. Female sex workers were defined as women who reported they received cash for sex in the past 12 months in the face-to-face interview OR who indicated, in the respondent-completed section (response card), that they participated in sex work in the past 12 months. Women were retained in the sex worker category if they told the interviewer that they received cash for sex but later indicated in the respondent-completed section that they did not participate in sex work. Women were classified as not being sex workers if they told the interviewer that that they did not receive cash for sex, and they did not provide a contradictory response in the respondent-completed section. E.g., if a woman denied sex work in the face-to-face interview, and in the response card denied sex work or had a missing value in the relevant question, she was categorized as not a sex worker;",,,0,,"Reported by the country through the GARPR process 2017/ Consultant Report: Size Estimation of Key Populations in Uganda (January 10, 2018)",UGA,Bugiri,UGA
Uganda2,2018,,Uganda,District,BUHWEJU,,not found,,,,965,,,,,"FSW: 1. Female sex workers were defined as women who reported they received cash for sex in the past 12 months in the face-to-face interview OR who indicated, in the respondent-completed section (response card), that they participated in sex work in the past 12 months. Women were retained in the sex worker category if they told the interviewer that they received cash for sex but later indicated in the respondent-completed section that they did not participate in sex work. Women were classified as not being sex workers if they told the interviewer that that they did not receive cash for sex, and they did not provide a contradictory response in the respondent-completed section. E.g., if a woman denied sex work in the face-to-face interview, and in the response card denied sex work or had a missing value in the relevant question, she was categorized as not a sex worker;",,,0,,"Reported by the country through the GARPR process 2017/ Consultant Report: Size Estimation of Key Populations in Uganda (January 10, 2018)",UGA,Buhweju,UGA
Uganda2,2018,,Uganda,District,BUIKWE,,not found,,,,3149,,,,,"FSW: 1. Female sex workers were defined as women who reported they received cash for sex in the past 12 months in the face-to-face interview OR who indicated, in the respondent-completed section (response card), that they participated in sex work in the past 12 months. Women were retained in the sex worker category if they told the interviewer that they received cash for sex but later indicated in the respondent-completed section that they did not participate in sex work. Women were classified as not being sex workers if they told the interviewer that that they did not receive cash for sex, and they did not provide a contradictory response in the respondent-completed section. E.g., if a woman denied sex work in the face-to-face interview, and in the response card denied sex work or had a missing value in the relevant question, she was categorized as not a sex worker;",,,0,,"Reported by the country through the GARPR process 2017/ Consultant Report: Size Estimation of Key Populations in Uganda (January 10, 2018)",UGA,Buikwe,UGA
Uganda2,2018,,Uganda,District,BUKEDEA,,not found,,,,1486,,,,,"FSW: 1. Female sex workers were defined as women who reported they received cash for sex in the past 12 months in the face-to-face interview OR who indicated, in the respondent-completed section (response card), that they participated in sex work in the past 12 months. Women were retained in the sex worker category if they told the interviewer that they received cash for sex but later indicated in the respondent-completed section that they did not participate in sex work. Women were classified as not being sex workers if they told the interviewer that that they did not receive cash for sex, and they did not provide a contradictory response in the respondent-completed section. E.g., if a woman denied sex work in the face-to-face interview, and in the response card denied sex work or had a missing value in the relevant question, she was categorized as not a sex worker;",,,0,,"Reported by the country through the GARPR process 2017/ Consultant Report: Size Estimation of Key Populations in Uganda (January 10, 2018)",UGA,Bukedea,UGA
Uganda2,2018,,Uganda,District,BUKOMANSI,,not found,,,,1036,,,,,"FSW: 1. Female sex workers were defined as women who reported they received cash for sex in the past 12 months in the face-to-face interview OR who indicated, in the respondent-completed section (response card), that they participated in sex work in the past 12 months. Women were retained in the sex worker category if they told the interviewer that they received cash for sex but later indicated in the respondent-completed section that they did not participate in sex work. Women were classified as not being sex workers if they told the interviewer that that they did not receive cash for sex, and they did not provide a contradictory response in the respondent-completed section. E.g., if a woman denied sex work in the face-to-face interview, and in the response card denied sex work or had a missing value in the relevant question, she was categorized as not a sex worker;",,,0,,"Reported by the country through the GARPR process 2017/ Consultant Report: Size Estimation of Key Populations in Uganda (January 10, 2018)",UGA,Bukomansimbi,UGA
Uganda2,2018,,Uganda,District,BUKWO,,not found,,,,658,,,,,"FSW: 1. Female sex workers were defined as women who reported they received cash for sex in the past 12 months in the face-to-face interview OR who indicated, in the respondent-completed section (response card), that they participated in sex work in the past 12 months. Women were retained in the sex worker category if they told the interviewer that they received cash for sex but later indicated in the respondent-completed section that they did not participate in sex work. Women were classified as not being sex workers if they told the interviewer that that they did not receive cash for sex, and they did not provide a contradictory response in the respondent-completed section. E.g., if a woman denied sex work in the face-to-face interview, and in the response card denied sex work or had a missing value in the relevant question, she was categorized as not a sex worker;",,,0,,"Reported by the country through the GARPR process 2017/ Consultant Report: Size Estimation of Key Populations in Uganda (January 10, 2018)",UGA,Bukwo,UGA
Uganda2,2018,,Uganda,District,BULAMBULI,,not found,,,,1410,,,,,"FSW: 1. Female sex workers were defined as women who reported they received cash for sex in the past 12 months in the face-to-face interview OR who indicated, in the respondent-completed section (response card), that they participated in sex work in the past 12 months. Women were retained in the sex worker category if they told the interviewer that they received cash for sex but later indicated in the respondent-completed section that they did not participate in sex work. Women were classified as not being sex workers if they told the interviewer that that they did not receive cash for sex, and they did not provide a contradictory response in the respondent-completed section. E.g., if a woman denied sex work in the face-to-face interview, and in the response card denied sex work or had a missing value in the relevant question, she was categorized as not a sex worker;",,,0,,"Reported by the country through the GARPR process 2017/ Consultant Report: Size Estimation of Key Populations in Uganda (January 10, 2018)",UGA,Bulambuli,UGA
Uganda2,2018,,Uganda,District,BULIISA,,not found,,,,452,,,,,"FSW: 1. Female sex workers were defined as women who reported they received cash for sex in the past 12 months in the face-to-face interview OR who indicated, in the respondent-completed section (response card), that they participated in sex work in the past 12 months. Women were retained in the sex worker category if they told the interviewer that they received cash for sex but later indicated in the respondent-completed section that they did not participate in sex work. Women were classified as not being sex workers if they told the interviewer that that they did not receive cash for sex, and they did not provide a contradictory response in the respondent-completed section. E.g., if a woman denied sex work in the face-to-face interview, and in the response card denied sex work or had a missing value in the relevant question, she was categorized as not a sex worker;",,,0,,"Reported by the country through the GARPR process 2017/ Consultant Report: Size Estimation of Key Populations in Uganda (January 10, 2018)",UGA,Buliisa,UGA
Uganda2,2018,,Uganda,District,BUNDIBUGY,,not found,,,,429,,,,,"FSW: 1. Female sex workers were defined as women who reported they received cash for sex in the past 12 months in the face-to-face interview OR who indicated, in the respondent-completed section (response card), that they participated in sex work in the past 12 months. Women were retained in the sex worker category if they told the interviewer that they received cash for sex but later indicated in the respondent-completed section that they did not participate in sex work. Women were classified as not being sex workers if they told the interviewer that that they did not receive cash for sex, and they did not provide a contradictory response in the respondent-completed section. E.g., if a woman denied sex work in the face-to-face interview, and in the response card denied sex work or had a missing value in the relevant question, she was categorized as not a sex worker;",,,0,,"Reported by the country through the GARPR process 2017/ Consultant Report: Size Estimation of Key Populations in Uganda (January 10, 2018)",UGA,Bundibugyo,UGA
Uganda2,2018,,Uganda,District,BUSHENYI,,not found,,,,837,,,,,"FSW: 1. Female sex workers were defined as women who reported they received cash for sex in the past 12 months in the face-to-face interview OR who indicated, in the respondent-completed section (response card), that they participated in sex work in the past 12 months. Women were retained in the sex worker category if they told the interviewer that they received cash for sex but later indicated in the respondent-completed section that they did not participate in sex work. Women were classified as not being sex workers if they told the interviewer that that they did not receive cash for sex, and they did not provide a contradictory response in the respondent-completed section. E.g., if a woman denied sex work in the face-to-face interview, and in the response card denied sex work or had a missing value in the relevant question, she was categorized as not a sex worker;",,,0,,"Reported by the country through the GARPR process 2017/ Consultant Report: Size Estimation of Key Populations in Uganda (January 10, 2018)",UGA,Bushenyi,UGA
Uganda2,2018,,Uganda,District,BUSIA,,not found,,,,606,,,,,"FSW: 1. Female sex workers were defined as women who reported they received cash for sex in the past 12 months in the face-to-face interview OR who indicated, in the respondent-completed section (response card), that they participated in sex work in the past 12 months. Women were retained in the sex worker category if they told the interviewer that they received cash for sex but later indicated in the respondent-completed section that they did not participate in sex work. Women were classified as not being sex workers if they told the interviewer that that they did not receive cash for sex, and they did not provide a contradictory response in the respondent-completed section. E.g., if a woman denied sex work in the face-to-face interview, and in the response card denied sex work or had a missing value in the relevant question, she was categorized as not a sex worker;",,,0,,"Reported by the country through the GARPR process 2017/ Consultant Report: Size Estimation of Key Populations in Uganda (January 10, 2018)",UGA,Busia,UGA
Uganda2,2018,,Uganda,District,BUTALEJA,,not found,,,,1829,,,,,"FSW: 1. Female sex workers were defined as women who reported they received cash for sex in the past 12 months in the face-to-face interview OR who indicated, in the respondent-completed section (response card), that they participated in sex work in the past 12 months. Women were retained in the sex worker category if they told the interviewer that they received cash for sex but later indicated in the respondent-completed section that they did not participate in sex work. Women were classified as not being sex workers if they told the interviewer that that they did not receive cash for sex, and they did not provide a contradictory response in the respondent-completed section. E.g., if a woman denied sex work in the face-to-face interview, and in the response card denied sex work or had a missing value in the relevant question, she was categorized as not a sex worker;",,,0,,"Reported by the country through the GARPR process 2017/ Consultant Report: Size Estimation of Key Populations in Uganda (January 10, 2018)",UGA,Butaleja,UGA
Uganda2,2018,,Uganda,District,BUTAMBALA,,not found,,,,1715,,,,,"FSW: 1. Female sex workers were defined as women who reported they received cash for sex in the past 12 months in the face-to-face interview OR who indicated, in the respondent-completed section (response card), that they participated in sex work in the past 12 months. Women were retained in the sex worker category if they told the interviewer that they received cash for sex but later indicated in the respondent-completed section that they did not participate in sex work. Women were classified as not being sex workers if they told the interviewer that that they did not receive cash for sex, and they did not provide a contradictory response in the respondent-completed section. E.g., if a woman denied sex work in the face-to-face interview, and in the response card denied sex work or had a missing value in the relevant question, she was categorized as not a sex worker;",,,0,,"Reported by the country through the GARPR process 2017/ Consultant Report: Size Estimation of Key Populations in Uganda (January 10, 2018)",UGA,Butambala,UGA
Uganda2,2018,,Uganda,District,BUVUMA,,not found,,,,642,,,,,"FSW: 1. Female sex workers were defined as women who reported they received cash for sex in the past 12 months in the face-to-face interview OR who indicated, in the respondent-completed section (response card), that they participated in sex work in the past 12 months. Women were retained in the sex worker category if they told the interviewer that they received cash for sex but later indicated in the respondent-completed section that they did not participate in sex work. Women were classified as not being sex workers if they told the interviewer that that they did not receive cash for sex, and they did not provide a contradictory response in the respondent-completed section. E.g., if a woman denied sex work in the face-to-face interview, and in the response card denied sex work or had a missing value in the relevant question, she was categorized as not a sex worker;",,,0,,"Reported by the country through the GARPR process 2017/ Consultant Report: Size Estimation of Key Populations in Uganda (January 10, 2018)",UGA,Buvuma,UGA
Uganda2,2018,,Uganda,District,BUYENDE,,not found,,,,2579,,,,,"FSW: 1. Female sex workers were defined as women who reported they received cash for sex in the past 12 months in the face-to-face interview OR who indicated, in the respondent-completed section (response card), that they participated in sex work in the past 12 months. Women were retained in the sex worker category if they told the interviewer that they received cash for sex but later indicated in the respondent-completed section that they did not participate in sex work. Women were classified as not being sex workers if they told the interviewer that that they did not receive cash for sex, and they did not provide a contradictory response in the respondent-completed section. E.g., if a woman denied sex work in the face-to-face interview, and in the response card denied sex work or had a missing value in the relevant question, she was categorized as not a sex worker;",,,0,,"Reported by the country through the GARPR process 2017/ Consultant Report: Size Estimation of Key Populations in Uganda (January 10, 2018)",UGA,Buyende,UGA
Uganda1,2012,,Uganda,Division,Central,,Mapping,NR,,NR,515,,,,,,"Contains more estimates, these are final estimates",http://www.aidsinfoonline.org/kpatlas/document/UGA/UGA_2013_PSE_FSW_MSM_PWID.pdf,1,REPORTUGA13,Mapping and Size Estimation of the Key Populations in Kampala Capital City Authority FINAL REPORT,UGA,Mityana,UGA
Uganda2,2018,,Uganda,District,DOKOLO,,not found,,,,357,,,,,"FSW: 1. Female sex workers were defined as women who reported they received cash for sex in the past 12 months in the face-to-face interview OR who indicated, in the respondent-completed section (response card), that they participated in sex work in the past 12 months. Women were retained in the sex worker category if they told the interviewer that they received cash for sex but later indicated in the respondent-completed section that they did not participate in sex work. Women were classified as not being sex workers if they told the interviewer that that they did not receive cash for sex, and they did not provide a contradictory response in the respondent-completed section. E.g., if a woman denied sex work in the face-to-face interview, and in the response card denied sex work or had a missing value in the relevant question, she was categorized as not a sex worker;",,,0,,"Reported by the country through the GARPR process 2017/ Consultant Report: Size Estimation of Key Populations in Uganda (January 10, 2018)",UGA,Dokolo,UGA
Uganda2,2018,,Uganda,District,GOMBA,,not found,,,,1107,,,,,"FSW: 1. Female sex workers were defined as women who reported they received cash for sex in the past 12 months in the face-to-face interview OR who indicated, in the respondent-completed section (response card), that they participated in sex work in the past 12 months. Women were retained in the sex worker category if they told the interviewer that they received cash for sex but later indicated in the respondent-completed section that they did not participate in sex work. Women were classified as not being sex workers if they told the interviewer that that they did not receive cash for sex, and they did not provide a contradictory response in the respondent-completed section. E.g., if a woman denied sex work in the face-to-face interview, and in the response card denied sex work or had a missing value in the relevant question, she was categorized as not a sex worker;",,,0,,"Reported by the country through the GARPR process 2017/ Consultant Report: Size Estimation of Key Populations in Uganda (January 10, 2018)",UGA,Gomba,UGA
Uganda2,2018,,Uganda,District,GULU,,not found,,,,6037,,,,,"FSW: 1. Female sex workers were defined as women who reported they received cash for sex in the past 12 months in the face-to-face interview OR who indicated, in the respondent-completed section (response card), that they participated in sex work in the past 12 months. Women were retained in the sex worker category if they told the interviewer that they received cash for sex but later indicated in the respondent-completed section that they did not participate in sex work. Women were classified as not being sex workers if they told the interviewer that that they did not receive cash for sex, and they did not provide a contradictory response in the respondent-completed section. E.g., if a woman denied sex work in the face-to-face interview, and in the response card denied sex work or had a missing value in the relevant question, she was categorized as not a sex worker;",,,0,,"Reported by the country through the GARPR process 2017/ Consultant Report: Size Estimation of Key Populations in Uganda (January 10, 2018)",UGA,Gulu,UGA
Uganda2,2018,,Uganda,District,HOIMA,,not found,,,,611,,,,,"FSW: 1. Female sex workers were defined as women who reported they received cash for sex in the past 12 months in the face-to-face interview OR who indicated, in the respondent-completed section (response card), that they participated in sex work in the past 12 months. Women were retained in the sex worker category if they told the interviewer that they received cash for sex but later indicated in the respondent-completed section that they did not participate in sex work. Women were classified as not being sex workers if they told the interviewer that that they did not receive cash for sex, and they did not provide a contradictory response in the respondent-completed section. E.g., if a woman denied sex work in the face-to-face interview, and in the response card denied sex work or had a missing value in the relevant question, she was categorized as not a sex worker;",,,0,,"Reported by the country through the GARPR process 2017/ Consultant Report: Size Estimation of Key Populations in Uganda (January 10, 2018)",UGA,Hoima,UGA
Uganda2,2018,,Uganda,District,IBANDA,,not found,,,,6074,,,,,"FSW: 1. Female sex workers were defined as women who reported they received cash for sex in the past 12 months in the face-to-face interview OR who indicated, in the respondent-completed section (response card), that they participated in sex work in the past 12 months. Women were retained in the sex worker category if they told the interviewer that they received cash for sex but later indicated in the respondent-completed section that they did not participate in sex work. Women were classified as not being sex workers if they told the interviewer that that they did not receive cash for sex, and they did not provide a contradictory response in the respondent-completed section. E.g., if a woman denied sex work in the face-to-face interview, and in the response card denied sex work or had a missing value in the relevant question, she was categorized as not a sex worker;",,,0,,"Reported by the country through the GARPR process 2017/ Consultant Report: Size Estimation of Key Populations in Uganda (January 10, 2018)",UGA,Ibanda,UGA
Uganda2,2018,,Uganda,District,IGANGA,,not found,,,,531,,,,,"FSW: 1. Female sex workers were defined as women who reported they received cash for sex in the past 12 months in the face-to-face interview OR who indicated, in the respondent-completed section (response card), that they participated in sex work in the past 12 months. Women were retained in the sex worker category if they told the interviewer that they received cash for sex but later indicated in the respondent-completed section that they did not participate in sex work. Women were classified as not being sex workers if they told the interviewer that that they did not receive cash for sex, and they did not provide a contradictory response in the respondent-completed section. E.g., if a woman denied sex work in the face-to-face interview, and in the response card denied sex work or had a missing value in the relevant question, she was categorized as not a sex worker;",,,0,,"Reported by the country through the GARPR process 2017/ Consultant Report: Size Estimation of Key Populations in Uganda (January 10, 2018)",UGA,Iganga,UGA
Uganda2,2018,,Uganda,District,ISINGIRO,,not found,,,,3779,,,,,"FSW: 1. Female sex workers were defined as women who reported they received cash for sex in the past 12 months in the face-to-face interview OR who indicated, in the respondent-completed section (response card), that they participated in sex work in the past 12 months. Women were retained in the sex worker category if they told the interviewer that they received cash for sex but later indicated in the respondent-completed section that they did not participate in sex work. Women were classified as not being sex workers if they told the interviewer that that they did not receive cash for sex, and they did not provide a contradictory response in the respondent-completed section. E.g., if a woman denied sex work in the face-to-face interview, and in the response card denied sex work or had a missing value in the relevant question, she was categorized as not a sex worker;",,,0,,"Reported by the country through the GARPR process 2017/ Consultant Report: Size Estimation of Key Populations in Uganda (January 10, 2018)",UGA,Isingiro,UGA
Uganda2,2018,,Uganda,District,JINJA,,not found,,,,1349,,,,,"FSW: 1. Female sex workers were defined as women who reported they received cash for sex in the past 12 months in the face-to-face interview OR who indicated, in the respondent-completed section (response card), that they participated in sex work in the past 12 months. Women were retained in the sex worker category if they told the interviewer that they received cash for sex but later indicated in the respondent-completed section that they did not participate in sex work. Women were classified as not being sex workers if they told the interviewer that that they did not receive cash for sex, and they did not provide a contradictory response in the respondent-completed section. E.g., if a woman denied sex work in the face-to-face interview, and in the response card denied sex work or had a missing value in the relevant question, she was categorized as not a sex worker;",,,0,,"Reported by the country through the GARPR process 2017/ Consultant Report: Size Estimation of Key Populations in Uganda (January 10, 2018)",UGA,Jinja,UGA
Uganda2,2018,,Uganda,District,KAABONG,,not found,,,,1315,,,,,"FSW: 1. Female sex workers were defined as women who reported they received cash for sex in the past 12 months in the face-to-face interview OR who indicated, in the respondent-completed section (response card), that they participated in sex work in the past 12 months. Women were retained in the sex worker category if they told the interviewer that they received cash for sex but later indicated in the respondent-completed section that they did not participate in sex work. Women were classified as not being sex workers if they told the interviewer that that they did not receive cash for sex, and they did not provide a contradictory response in the respondent-completed section. E.g., if a woman denied sex work in the face-to-face interview, and in the response card denied sex work or had a missing value in the relevant question, she was categorized as not a sex worker;",,,0,,"Reported by the country through the GARPR process 2017/ Consultant Report: Size Estimation of Key Populations in Uganda (January 10, 2018)",UGA,Kaabong,UGA
Uganda2,2018,,Uganda,District,KABALE,,not found,,,,48,,,,,"FSW: 1. Female sex workers were defined as women who reported they received cash for sex in the past 12 months in the face-to-face interview OR who indicated, in the respondent-completed section (response card), that they participated in sex work in the past 12 months. Women were retained in the sex worker category if they told the interviewer that they received cash for sex but later indicated in the respondent-completed section that they did not participate in sex work. Women were classified as not being sex workers if they told the interviewer that that they did not receive cash for sex, and they did not provide a contradictory response in the respondent-completed section. E.g., if a woman denied sex work in the face-to-face interview, and in the response card denied sex work or had a missing value in the relevant question, she was categorized as not a sex worker;",,,0,,"Reported by the country through the GARPR process 2017/ Consultant Report: Size Estimation of Key Populations in Uganda (January 10, 2018)",UGA,Kabale,UGA
Uganda2,2018,,Uganda,District,KABAROLE,,not found,,,,681,,,,,"FSW: 1. Female sex workers were defined as women who reported they received cash for sex in the past 12 months in the face-to-face interview OR who indicated, in the respondent-completed section (response card), that they participated in sex work in the past 12 months. Women were retained in the sex worker category if they told the interviewer that they received cash for sex but later indicated in the respondent-completed section that they did not participate in sex work. Women were classified as not being sex workers if they told the interviewer that that they did not receive cash for sex, and they did not provide a contradictory response in the respondent-completed section. E.g., if a woman denied sex work in the face-to-face interview, and in the response card denied sex work or had a missing value in the relevant question, she was categorized as not a sex worker;",,,0,,"Reported by the country through the GARPR process 2017/ Consultant Report: Size Estimation of Key Populations in Uganda (January 10, 2018)",UGA,Bunyangabu,UGA
Uganda2,2018,,Uganda,District,KABERAMAI,,not found,,,,398,,,,,"FSW: 1. Female sex workers were defined as women who reported they received cash for sex in the past 12 months in the face-to-face interview OR who indicated, in the respondent-completed section (response card), that they participated in sex work in the past 12 months. Women were retained in the sex worker category if they told the interviewer that they received cash for sex but later indicated in the respondent-completed section that they did not participate in sex work. Women were classified as not being sex workers if they told the interviewer that that they did not receive cash for sex, and they did not provide a contradictory response in the respondent-completed section. E.g., if a woman denied sex work in the face-to-face interview, and in the response card denied sex work or had a missing value in the relevant question, she was categorized as not a sex worker;",,,0,,"Reported by the country through the GARPR process 2017/ Consultant Report: Size Estimation of Key Populations in Uganda (January 10, 2018)",UGA,Kaberamaido,UGA
Uganda2,2018,,Uganda,District,KALANGALA,,not found,,,,77,,,,,"FSW: 1. Female sex workers were defined as women who reported they received cash for sex in the past 12 months in the face-to-face interview OR who indicated, in the respondent-completed section (response card), that they participated in sex work in the past 12 months. Women were retained in the sex worker category if they told the interviewer that they received cash for sex but later indicated in the respondent-completed section that they did not participate in sex work. Women were classified as not being sex workers if they told the interviewer that that they did not receive cash for sex, and they did not provide a contradictory response in the respondent-completed section. E.g., if a woman denied sex work in the face-to-face interview, and in the response card denied sex work or had a missing value in the relevant question, she was categorized as not a sex worker;",,,0,,"Reported by the country through the GARPR process 2017/ Consultant Report: Size Estimation of Key Populations in Uganda (January 10, 2018)",UGA,Kalangala,UGA
Uganda2,2018,,Uganda,District,KALIRO,,not found,,,,188,,,,,"FSW: 1. Female sex workers were defined as women who reported they received cash for sex in the past 12 months in the face-to-face interview OR who indicated, in the respondent-completed section (response card), that they participated in sex work in the past 12 months. Women were retained in the sex worker category if they told the interviewer that they received cash for sex but later indicated in the respondent-completed section that they did not participate in sex work. Women were classified as not being sex workers if they told the interviewer that that they did not receive cash for sex, and they did not provide a contradictory response in the respondent-completed section. E.g., if a woman denied sex work in the face-to-face interview, and in the response card denied sex work or had a missing value in the relevant question, she was categorized as not a sex worker;",,,0,,"Reported by the country through the GARPR process 2017/ Consultant Report: Size Estimation of Key Populations in Uganda (January 10, 2018)",UGA,Kaliro,UGA
Uganda2,2018,,Uganda,District,KALUNGU,,not found,,,,107,,,,,"FSW: 1. Female sex workers were defined as women who reported they received cash for sex in the past 12 months in the face-to-face interview OR who indicated, in the respondent-completed section (response card), that they participated in sex work in the past 12 months. Women were retained in the sex worker category if they told the interviewer that they received cash for sex but later indicated in the respondent-completed section that they did not participate in sex work. Women were classified as not being sex workers if they told the interviewer that that they did not receive cash for sex, and they did not provide a contradictory response in the respondent-completed section. E.g., if a woman denied sex work in the face-to-face interview, and in the response card denied sex work or had a missing value in the relevant question, she was categorized as not a sex worker;",,,0,,"Reported by the country through the GARPR process 2017/ Consultant Report: Size Estimation of Key Populations in Uganda (January 10, 2018)",UGA,Kalungu,UGA
Uganda2,2018,,Uganda,District,KAMPALA,,not found,,,,2171,,,,,"FSW: 1. Female sex workers were defined as women who reported they received cash for sex in the past 12 months in the face-to-face interview OR who indicated, in the respondent-completed section (response card), that they participated in sex work in the past 12 months. Women were retained in the sex worker category if they told the interviewer that they received cash for sex but later indicated in the respondent-completed section that they did not participate in sex work. Women were classified as not being sex workers if they told the interviewer that that they did not receive cash for sex, and they did not provide a contradictory response in the respondent-completed section. E.g., if a woman denied sex work in the face-to-face interview, and in the response card denied sex work or had a missing value in the relevant question, she was categorized as not a sex worker;",,,0,,"Reported by the country through the GARPR process 2017/ Consultant Report: Size Estimation of Key Populations in Uganda (January 10, 2018)",UGA,Kampala,UGA
Uganda2,2018,,Uganda,District,KAMULI,,not found,,,,139,,,,,"FSW: 1. Female sex workers were defined as women who reported they received cash for sex in the past 12 months in the face-to-face interview OR who indicated, in the respondent-completed section (response card), that they participated in sex work in the past 12 months. Women were retained in the sex worker category if they told the interviewer that they received cash for sex but later indicated in the respondent-completed section that they did not participate in sex work. Women were classified as not being sex workers if they told the interviewer that that they did not receive cash for sex, and they did not provide a contradictory response in the respondent-completed section. E.g., if a woman denied sex work in the face-to-face interview, and in the response card denied sex work or had a missing value in the relevant question, she was categorized as not a sex worker;",,,0,,"Reported by the country through the GARPR process 2017/ Consultant Report: Size Estimation of Key Populations in Uganda (January 10, 2018)",UGA,Kamuli,UGA
Uganda2,2018,,Uganda,District,KAMWENGE,,not found,,,,668,,,,,"FSW: 1. Female sex workers were defined as women who reported they received cash for sex in the past 12 months in the face-to-face interview OR who indicated, in the respondent-completed section (response card), that they participated in sex work in the past 12 months. Women were retained in the sex worker category if they told the interviewer that they received cash for sex but later indicated in the respondent-completed section that they did not participate in sex work. Women were classified as not being sex workers if they told the interviewer that that they did not receive cash for sex, and they did not provide a contradictory response in the respondent-completed section. E.g., if a woman denied sex work in the face-to-face interview, and in the response card denied sex work or had a missing value in the relevant question, she was categorized as not a sex worker;",,,0,,"Reported by the country through the GARPR process 2017/ Consultant Report: Size Estimation of Key Populations in Uganda (January 10, 2018)",UGA,Kamwenge,UGA
Uganda2,2018,,Uganda,District,KANUNGU,,not found,,,,43,,,,,"FSW: 1. Female sex workers were defined as women who reported they received cash for sex in the past 12 months in the face-to-face interview OR who indicated, in the respondent-completed section (response card), that they participated in sex work in the past 12 months. Women were retained in the sex worker category if they told the interviewer that they received cash for sex but later indicated in the respondent-completed section that they did not participate in sex work. Women were classified as not being sex workers if they told the interviewer that that they did not receive cash for sex, and they did not provide a contradictory response in the respondent-completed section. E.g., if a woman denied sex work in the face-to-face interview, and in the response card denied sex work or had a missing value in the relevant question, she was categorized as not a sex worker;",,,0,,"Reported by the country through the GARPR process 2017/ Consultant Report: Size Estimation of Key Populations in Uganda (January 10, 2018)",UGA,Kanungu,UGA
